Case_ID	CORT	RAD54L	MSH4	HFM1	SYCP1	NUCKS1	BARD1	FANCD2	TOP2B	MLH1	TOPBP1	RNF212	MND1	TRIP13	PRDM9	ANKRD31	RAD50	UBE2B	MSH5	UBR2	KLHDC3	NBN	RAD54B	RAD21	RMI1	MUS81	ATM	RAD51AP1	CCNB1IP1	RNF212B	REC8	FANCM	RAD51B	MLH3	RAD51	EME2	MEIOB	MEIOB	SLX4	ERCC4	PRDM7	RAD51D	TOP2A	PSMC3IP	CNTD1	BRCA1	EME1	RAD51C	BRIP1	TEX19	RBBP8	SPO11	HSF2BP	DMC1	HDAC10	SYCE3
TCGA-PC-A5DP	2.0	2.0	2.0	2.0	2.0	2.0	1.0	3.0	3.0	3.0	3.0	2.0	0.0	3.0	3.0	0.0	2.0	2.0	1.0	2.0	2.0	0.0	0.0	1.0	2.0	1.0	5.0	2.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0
TCGA-K1-A3PO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-K1-A3PO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-K1-A3PO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-K1-A3PO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-IW-A3M5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0
TCGA-QQ-A5VC	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	8.0	8.0	1.0	1.0	1.0	2.0	2.0	0.0	1.0	3.0	3.0	3.0	2.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-DX-AB2W	2.0	1.0	1.0	2.0	2.0	0.0	0.0	2.0	2.0	3.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	1.0
TCGA-FX-A48G	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	3.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	0.0	2.0	2.0	0.0	0.0	0.0
TCGA-Z4-AAPG	2.0	2.0	2.0	2.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	1.0	5.0	2.0	1.0	1.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	1.0	1.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	5.0	1.0	2.0	0.0	0.0
TCGA-DX-A48J	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
TCGA-K1-A3PN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-DX-A48P	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
TCGA-PC-A5DN	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-DX-A1L3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
TCGA-DX-A1L0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0
TCGA-DX-AB36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-DX-A48R	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	0.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0
TCGA-FX-A76Y	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-K1-A42X	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-K1-A42W	0.0	0.0	1.0	1.0	1.0	3.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0	5.0	3.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	1.0
TCGA-X6-A7WC	1.0	0.0	13.0	0.0	0.0	2.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	4.0	5.0	0.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0
TCGA-MO-A47R	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0
TCGA-IW-A3M4	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-HB-A43Z	0.0	2.0	3.0	3.0	3.0	2.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	0.0	3.0	1.0	4.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	1.0	2.0	2.0	2.0
TCGA-DX-A6B9	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-DX-A1L1	3.0	3.0	3.0	3.0	3.0	1.0	2.0	3.0	3.0	3.0	1.0	5.0	0.0	4.0	13.0	8.0	5.0	5.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	2.0	2.0	0.0	1.0	1.0	1.0	6.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	3.0	1.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	1.0	5.0	8.0	4.0	1.0	5.0	5.0
TCGA-WK-A8XY	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3B-A9HY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-Z4-AAPF	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
TCGA-QQ-A5VB	2.0	1.0	2.0	4.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	3.0	2.0	2.0
TCGA-DX-AB2H	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0
TCGA-IF-A4AK	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
TCGA-HB-A5W3	0.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	4.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0
TCGA-DX-AB2Z	2.0	2.0	3.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	2.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	4.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
TCGA-DX-A6BE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-DX-A6YR	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	2.0	1.0	0.0
TCGA-DX-A3U9	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
TCGA-DX-A1KW	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	0.0	1.0	1.0	7.0	7.0	0.0	3.0	4.0	2.0	2.0	2.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	3.0	2.0	3.0	1.0	1.0	1.0
TCGA-DX-A8BK	3.0	4.0	4.0	4.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	6.0	9.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	1.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	5.0	5.0	5.0	5.0	6.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	0.0	3.0	2.0	0.0	0.0	0.0
TCGA-DX-A8BG	3.0	2.0	3.0	3.0	4.0	2.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	2.0	2.0	2.0	0.0	0.0	0.0	4.0	2.0	0.0	2.0	4.0	4.0	4.0	6.0	6.0	6.0	4.0	2.0	2.0	2.0	2.0	3.0	5.0	1.0	3.0	3.0	1.0	1.0	3.0	3.0	3.0	3.0	6.0	1.0	2.0	1.0	2.0	2.0
TCGA-DX-A6BB	0.0	6.0	6.0	6.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	4.0	1.0	4.0	4.0	4.0
TCGA-DX-A6YQ	2.0	1.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	1.0
TCGA-DX-A7EL	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-IE-A3OV	1.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	0.0	1.0	3.0	3.0	3.0	2.0	1.0	0.0	3.0	3.0	3.0	2.0	0.0	0.0	1.0	3.0	3.0	3.0	3.0	2.0	2.0	1.0	3.0	3.0	3.0	3.0	4.0	2.0	2.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	2.0	2.0	1.0	2.0	2.0
TCGA-DX-A8BO	2.0	2.0	2.0	2.0	1.0	0.0	2.0	2.0	2.0	1.0	2.0	0.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	1.0	1.0	1.0	1.0
TCGA-UE-A6QT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
